Date,MaxT,MinT,Humidity,Wind,Rain,Unnamed:0
7/7/2015,34.5,25.8,84,26.2,0,0
7/8/2015,33.7,25.5,86,26.8,0,0
7/9/2015,33.2,25.3,88,26.2,4.6,0
7/10/2015,33.8,25.6,86,25.7,18.3,0
7/11/2015,34.4,25.9,84,25.1,35.6,0
7/12/2015,35,26.2,82,25.6,58.2,0
7/13/2015,34.6,26,83,26.4,73.5,0
7/14/2015,33.9,25.7,85,27,64.8,0
7/15/2015,33.5,25.5,87,26.4,42.6,0
7/16/2015,34,25.8,85,25.9,26.4,0
7/17/2015,34.6,26.1,83,25.4,14.8,0
7/18/2015,35.2,26.4,81,25.9,9.3,0
7/19/2015,34.8,26.2,82,26.7,4.5,0
7/20/2015,34.1,25.9,84,27.3,1.2,0
7/21/2015,33.7,25.6,86,26.8,0,0
7/22/2015,34.2,25.9,84,26.2,2.8,0
7/23/2015,34.8,26.2,82,25.7,13.6,0
7/24/2015,35.3,26.5,80,26.2,28.4,0
7/25/2015,34.9,26.3,81,27,45.7,0
7/26/2015,34.3,26,83,27.6,62.3,0
7/27/2015,33.8,25.7,85,27.1,78.6,0
7/28/2015,34.4,26,83,26.5,95.2,0
7/29/2015,34.9,26.3,81,26,82.5,0
7/30/2015,35.4,26.6,79,26.5,65.4,0
7/31/2015,35,26.4,80,27.3,43.8,0
8/1/2015,34.5,26.1,82,27.9,28.6,0
8/2/2015,34,25.8,84,27.4,17.3,0
8/3/2015,34.6,26.1,82,26.8,8.5,0
8/4/2015,35.1,26.4,80,26.3,3.2,0
8/5/2015,35.6,26.7,78,26.8,0,0
8/6/2015,35.2,26.5,79,27.6,0,0
8/7/2015,34.7,26.2,81,28.2,2.1,0
8/8/2015,34.1,25.9,83,27.6,16.4,0
8/9/2015,34.7,26.2,81,27.1,32.7,0
8/10/2015,35.2,26.5,79,26.6,56.8,0
8/11/2015,35.7,26.8,77,27.1,74.3,0
8/12/2015,35.3,26.6,78,27.9,83.6,0
8/13/2015,34.8,26.3,80,28.5,68.9,0
8/14/2015,34.3,26,82,27.9,54.2,0
8/15/2015,34.8,26.3,80,27.4,38.5,0
8/16/2015,35.3,26.6,78,26.9,25.6,0
8/17/2015,35.8,26.9,76,27.4,14.2,0
8/18/2015,35.4,26.7,77,28.2,7.8,0
8/19/2015,34.9,26.4,79,28.8,2.3,0
8/20/2015,34.4,26.1,81,28.2,0,0
8/21/2015,34.9,26.4,79,27.7,0,0
8/22/2015,35.4,26.7,77,27.2,6.4,0
8/23/2015,35.9,27,75,27.7,12.5,0
8/24/2015,35.5,26.8,76,28.5,25.6,0
8/25/2015,35,26.5,78,29.1,43.8,0
8/26/2015,34.5,26.2,80,28.5,58.2,0
8/27/2015,35,26.5,78,28,72.6,0
8/28/2015,35.5,26.8,76,27.5,64.5,0
8/29/2015,36,27.1,74,28,48.3,0
8/30/2015,35.6,26.9,75,28.8,32.7,0
8/31/2015,35.1,26.6,77,29.4,21.4,0
9/1/2015,34.8,26.3,78,28.5,12.8,0
9/2/2015,35.3,26.6,76,27.9,6.4,0
9/3/2015,35.8,26.9,74,27.4,2.1,0
9/4/2015,36.2,27.2,72,27.9,0,0
9/5/2015,35.7,26.9,74,28.7,0,0
9/6/2015,35.2,26.6,76,29.3,0,0
9/7/2015,34.7,26.3,78,28.8,8.7,0
9/8/2015,35.2,26.6,76,28.2,19.5,0
9/9/2015,35.7,26.9,74,27.7,35.2,0
9/10/2015,36.1,27.2,72,28.2,47.8,0
9/11/2015,35.6,26.9,73,29,56.3,0
9/12/2015,35.1,26.6,75,29.6,43.5,0
9/13/2015,34.6,26.3,77,29,31.2,0
9/14/2015,35.1,26.6,75,28.5,22.6,0
9/15/2015,35.6,26.9,73,28,14.3,0
9/16/2015,36,27.2,71,28.5,8.1,0
9/17/2015,35.5,26.9,72,29.3,3.4,0
9/18/2015,35,26.6,74,29.9,0,0
9/19/2015,34.5,26.3,76,29.3,0,0
9/20/2015,35,26.6,74,28.8,0,0
9/21/2015,35.5,26.9,72,28.3,0,0
9/22/2015,35.9,27.2,70,28.8,0,0
9/23/2015,35.4,26.9,71,29.6,0,0
9/24/2015,34.9,26.6,73,30.2,2.3,0
9/25/2015,34.4,26.3,75,29.6,8.7,0
9/26/2015,34.9,26.6,73,29.1,15.4,0
9/27/2015,35.4,26.9,71,28.6,23.8,0
9/28/2015,35.8,27.2,69,29.1,31.5,0
9/29/2015,35.3,26.9,70,29.9,26.7,0
9/30/2015,34.8,26.6,72,30.5,18.3,0
10/1/2015,34.3,26.3,74,29.9,12.5,0
10/2/2015,34.8,26.6,72,29.4,7.2,0
10/3/2015,35.3,26.9,70,28.9,3.1,0
10/4/2015,35.7,27.2,68,29.4,0,0
10/5/2015,35.2,26.9,69,30.2,0,0
10/6/2015,34.7,26.6,71,30.8,0,0
10/7/2015,34.2,26.3,73,30.2,0,0
10/8/2015,34.7,26.6,71,29.7,3.5,0
10/9/2015,35.2,26.9,69,29.2,8.2,0
10/10/2015,35.6,27.2,67,29.7,14.6,0
10/11/2015,35.1,26.8,68,30.5,18.3,0
10/12/2015,34.6,26.4,70,29.8,12.7,0
10/13/2015,34,25.9,68,29,7.5,0
10/14/2015,33.5,25.4,66,28.3,3.2,0
10/15/2015,33,24.9,64,27.6,0,0
10/16/2015,32.5,24.4,62,26.9,0,0
10/17/2015,32,23.9,60,26.2,0,0
10/18/2015,31.5,23.4,58,25.5,0,0
10/19/2015,31,22.9,56,24.8,0,0
10/20/2015,30.5,22.4,54,24.1,0,0
10/21/2015,30,21.9,52,23.4,0,0
10/22/2015,29.5,21.4,50,22.7,0,0
10/23/2015,29,20.9,48,22,0,0
10/24/2015,28.5,20.4,49,21.5,0,0
10/25/2015,28,19.9,50,21,0,0
10/26/2015,27.5,19.4,51,20.5,0,0
10/27/2015,27,18.9,52,20,0,0
10/28/2015,26.5,18.4,53,19.5,0,0
10/29/2015,26,17.9,54,19,0,0
10/30/2015,25.5,17.4,55,18.5,0,0
10/31/2015,25,16.9,56,18,0,0
11/1/2015,24.8,16.7,57,17.8,0,0
11/2/2015,24.6,16.5,58,17.6,0,0
11/3/2015,24.4,16.3,59,17.4,0,0
11/4/2015,24.2,16.1,60,17.2,0,0
11/5/2015,24,15.9,61,17,0,0
11/6/2015,23.8,15.7,62,16.8,0,0
11/7/2015,23.6,15.5,63,16.6,0,0
11/8/2015,23.4,15.3,64,16.4,0,0
11/9/2015,23.2,15.1,65,16.2,0,0
11/10/2015,23,14.9,64,16,0,0
11/11/2015,22.8,14.7,63,15.8,0,0
11/12/2015,22.6,14.5,62,15.6,0,0
11/13/2015,22.4,14.3,61,15.4,0,0
11/14/2015,22.2,14.1,60,15.2,0,0
11/15/2015,22,13.9,59,15,0,0
11/16/2015,21.8,13.7,58,14.8,0,0
11/17/2015,21.6,13.5,57,14.6,0,0
11/18/2015,21.4,13.3,56,14.4,0,0
11/19/2015,21.2,13.1,55,14.2,0,0
11/20/2015,21,12.9,54,14,0,0
11/21/2015,20.8,12.7,53,13.8,0,0
11/22/2015,20.6,12.5,52,13.6,0,0
11/23/2015,20.4,12.3,51,13.4,0,0
11/24/2015,20.2,12.1,52,13.2,0,0
11/25/2015,20,11.9,53,13,0,0
11/26/2015,19.8,11.7,54,12.8,0,0
11/27/2015,19.6,11.5,55,12.6,0,0
11/28/2015,19.4,11.3,56,12.4,0,0
11/29/2015,19.2,11.1,57,12.2,0,0
11/30/2015,19,10.9,58,12,0,0
12/1/2015,18.8,10.7,59,11.8,0,0
12/2/2015,18.6,10.5,60,11.6,0,0
12/3/2015,18.4,10.3,61,11.4,0,0
12/4/2015,18.2,10.1,62,11.2,0,0
12/5/2015,18,9.9,63,11,0,0
12/6/2015,17.8,9.7,64,10.8,0,0
12/7/2015,17.6,9.5,65,10.6,0,0
12/8/2015,17.4,9.3,66,10.4,0,0
12/9/2015,17.2,9.1,67,10.2,0,0
12/10/2015,17,8.9,68,10,0,0
12/11/2015,16.8,8.7,69,9.8,0,0
12/12/2015,16.6,8.5,70,9.6,0,0
12/13/2015,16.4,8.3,71,9.4,0,0
12/14/2015,16.2,8.1,72,9.2,0,0
12/15/2015,16,7.9,73,9,0,0
12/16/2015,15.8,7.7,74,8.8,0,0
12/17/2015,15.6,7.5,75,8.6,0,0
12/18/2015,15.4,7.3,76,8.4,0,0
12/19/2015,15.2,7.1,77,8.2,0,0
12/20/2015,15,6.9,78,8,0,0
12/21/2015,14.8,6.7,79,7.8,0,0
12/22/2015,14.6,6.5,80,7.6,0,0
12/23/2015,14.4,6.3,81,7.4,0,0
12/24/2015,14.2,6.1,82,7.2,0,0
12/25/2015,14,5.9,83,7,0,0
12/26/2015,13.8,5.7,84,6.8,0,0
12/27/2015,13.6,5.5,85,6.6,0,0
12/28/2015,13.4,5.3,86,6.4,0,0
12/29/2015,13.2,5.1,87,6.2,0,0
12/30/2015,13,4.9,88,6,0,0
12/31/2015,12.8,4.7,89,5.8,0,0
1/1/2016,12.7,4.6,90,5.7,0,0
1/2/2016,12.6,4.5,91,5.6,0,0
1/3/2016,12.5,4.4,92,5.5,0,0
1/4/2016,12.4,4.3,93,5.4,0,0
1/5/2016,12.3,4.2,94,5.3,0,0
1/6/2016,12.2,4.1,93,5.2,0,0
1/7/2016,12.1,4,92,5.1,0,0
1/8/2016,12,3.9,91,5,0,0
1/9/2016,11.9,3.8,90,4.9,0,0
1/10/2016,11.8,3.7,89,4.8,0,0
1/11/2016,11.7,3.6,88,4.7,0,0
1/12/2016,11.9,3.7,87,4.8,0,0
1/13/2016,12.1,3.8,86,4.9,0,0
1/14/2016,12.3,3.9,85,5,0,0
1/15/2016,12.5,4,84,5.1,0,0
1/16/2016,12.7,4.1,83,5.2,0,0
1/17/2016,12.9,4.2,82,5.3,0,0
1/18/2016,13.1,4.3,81,5.4,0,0
1/19/2016,13.3,4.4,80,5.5,0,0
1/20/2016,13.5,4.5,81,5.6,0,0
1/21/2016,13.7,4.6,82,5.7,0,0
1/22/2016,13.9,4.7,83,5.8,0,0
1/23/2016,14.1,4.8,84,5.9,0,0
1/24/2016,14.3,4.9,85,6,0,0
1/25/2016,14.5,5,86,6.1,1.2,0
1/26/2016,14.2,4.8,88,6.3,3.5,0
1/27/2016,13.9,4.6,90,6.5,1.8,0
1/28/2016,14.1,4.7,88,6.3,0,0
1/29/2016,14.3,4.8,86,6.1,0,0
1/30/2016,14.5,4.9,85,6.3,0,0
1/31/2016,14.7,5,84,6.5,0,0
2/1/2016,14.9,5.1,83,6.7,0,0
2/2/2016,15.1,5.2,82,6.9,0,0
2/3/2016,15.3,5.3,81,7.1,0,0
2/4/2016,15.5,5.4,80,7.3,0,0
2/5/2016,15.7,5.5,79,7.5,0,0
2/6/2016,15.9,5.6,78,7.7,0,0
2/7/2016,16.1,5.7,77,7.9,0,0
2/8/2016,16.3,5.8,76,8.1,0,0
2/9/2016,16.5,5.9,75,8.3,0,0
2/10/2016,16.7,6,74,8.5,0,0
2/11/2016,16.9,6.1,73,8.7,0,0
2/12/2016,17.1,6.2,72,8.9,0,0
2/13/2016,17.3,6.3,71,9.1,0,0
2/14/2016,17.5,6.4,70,9.3,0,0
2/15/2016,17.7,6.5,71,9.5,0,0
2/16/2016,17.9,6.6,72,9.7,0,0
2/17/2016,18.1,6.7,73,9.9,0,0
2/18/2016,18.3,6.8,74,10.1,0,0
2/19/2016,18.5,6.9,75,10.3,0,0
2/20/2016,18.7,7,76,10.5,0,0
2/21/2016,18.9,7.1,77,10.7,0,0
2/22/2016,19.1,7.2,78,10.9,0,0
2/23/2016,19.3,7.3,79,11.1,0,0
2/24/2016,19.5,7.4,80,11.3,0,0
2/25/2016,19.7,7.5,81,11.5,0,0
2/26/2016,19.9,7.6,82,11.7,0,0
2/27/2016,20.1,7.7,83,11.9,0,0
2/28/2016,20.3,7.8,84,12.1,0,0
2/29/2016,20.5,7.9,85,12.3,0,0
3/1/2016,21,8.2,84,12.6,0,0
3/2/2016,21.5,8.5,83,12.9,0,0
3/3/2016,22,8.8,82,13.2,0,0
3/4/2016,22.5,9.1,81,13.5,0,0
3/5/2016,23,9.4,80,13.8,0,0
3/6/2016,23.5,9.7,79,14.1,0,0
3/7/2016,24,10,78,14.4,0,0
3/8/2016,24.5,10.3,77,14.7,0,0
3/9/2016,25,10.6,76,15,0,0
3/10/2016,25.5,10.9,75,15.3,0,0
3/11/2016,26,11.2,74,15.6,0,0
3/12/2016,26.5,11.5,73,15.9,0,0
3/13/2016,27,11.8,72,16.2,0,0
3/14/2016,27.5,12.1,71,16.5,0,0
3/15/2016,28,12.4,70,16.8,0,0
3/16/2016,28.5,12.7,69,17.1,0,0
3/17/2016,29,13,68,17.4,0,0
3/18/2016,29.5,13.3,67,17.7,0,0
3/19/2016,30,13.6,66,18,0,0
3/20/2016,30.5,13.9,65,18.3,0,0
3/21/2016,31,14.2,64,18.6,0,0
3/22/2016,31.5,14.5,63,18.9,0,0
3/23/2016,32,14.8,62,19.2,0,0
3/24/2016,32.5,15.1,63,19.5,0,0
3/25/2016,32,14.8,65,19.8,0,0
3/26/2016,31.5,14.5,67,20.1,2.5,0
3/27/2016,32,14.8,65,19.8,8.3,0
3/28/2016,32.5,15.1,63,19.5,12.6,0
3/29/2016,33,15.4,62,19.8,3.2,0
3/30/2016,33.5,15.7,61,20.1,0,0
3/31/2016,34,16,60,20.4,0,0
4/1/2016,34.5,16.3,59,20.7,0,0
4/2/2016,35,16.6,58,21,0,0
4/3/2016,35.5,16.9,57,21.3,0,0
4/4/2016,36,17.2,56,21.6,0,0
4/5/2016,36.5,17.5,55,21.9,0,0
4/6/2016,37,17.8,54,22.2,0,0
4/7/2016,37.5,18.1,53,22.5,0,0
4/8/2016,38,18.4,52,22.8,0,0
4/9/2016,38.5,18.7,51,23.1,0,0
4/10/2016,39,19,50,23.4,0,0
4/11/2016,39.5,19.3,52,23.7,0,0
4/12/2016,38.8,19,56,24,0,0
4/13/2016,38,18.7,58,23.7,0,0
4/14/2016,38.5,19,55,23.4,0,0
4/15/2016,39,19.3,53,23.7,0,0
4/16/2016,39.5,19.6,52,24,0,0
4/17/2016,40,19.9,51,24.3,0,0
4/18/2016,40.5,20.2,50,24.6,5.2,0
4/19/2016,41,20.5,49,24.9,18.7,0
4/20/2016,41.5,20.8,48,25.2,7.3,0
4/21/2016,42,21.1,47,25.5,0,0
4/22/2016,42.5,21.4,46,25.8,0,0
4/23/2016,42,21.1,49,26.1,0,0
4/24/2016,41.2,20.7,53,26.4,0,0
4/25/2016,40.5,20.3,56,26.1,0,0
4/26/2016,41,20.6,53,25.8,0,0
4/27/2016,41.5,20.9,51,26.1,0,0
4/28/2016,42,21.2,49,26.4,3.8,0
4/29/2016,42.5,21.5,48,26.7,9.6,0
4/30/2016,43,21.8,47,27,0,0
5/1/2016,38.6,26.2,45,12.4,0,0
5/2/2016,39.2,26.8,42,10.8,0,0
5/3/2016,38.9,27.3,48,9.6,0,0
5/4/2016,39.5,27.8,44,11.3,0,0
5/5/2016,40.2,28.1,39,14.2,0,0
5/6/2016,41.3,28.5,36,12.8,0,0
5/7/2016,41.8,29.2,35,10.5,0,0
5/8/2016,42.4,29.6,32,9.7,0,0
5/9/2016,42.8,29.8,30,8.5,4.2,0
5/10/2016,43.1,30.2,28,12.1,0,0
5/11/2016,42.9,30,31,13.6,0,0
5/12/2016,42.5,29.7,34,14.8,0,0
5/13/2016,42.3,29.5,37,15.2,0,0
5/14/2016,41.9,29.3,40,16.4,0,0
5/15/2016,41.2,28.9,45,18.3,0,0
5/16/2016,40.8,28.4,48,17.5,4.8,0
5/17/2016,39.5,27.9,52,16.8,12.6,0
5/18/2016,38.6,27.5,58,15.9,2.3,0
5/19/2016,37.8,26.8,63,14.2,0,0
5/20/2016,36.9,26.2,68,13.7,0,0
5/21/2016,37.5,26.5,64,12.9,0,0
5/22/2016,38.2,27,59,11.8,0,0
5/23/2016,39,27.6,54,10.5,0,0
5/24/2016,39.7,28.1,48,9.8,0,0
5/25/2016,40.5,28.6,43,11.2,0,0
5/26/2016,41.2,29,39,12.7,0,0
5/27/2016,41.8,29.4,36,14.3,3.5,0
5/28/2016,42.3,29.8,33,13.8,15.8,0
5/29/2016,42.7,30.1,31,12.5,7.2,0
5/30/2016,42.5,30.3,34,11.7,0,0
5/31/2016,41.9,29.8,38,13.4,0,0
6/1/2016,41.2,29.2,43,15.6,0,0
6/2/2016,40.4,28.7,48,16.9,0,0
6/3/2016,38.9,27.5,56,18.3,0,0
6/4/2016,36.7,26.2,64,17.5,0,0
6/5/2016,35.8,25.6,72,16.2,6.2,0
6/6/2016,34.3,25,78,14.8,22.7,0
6/7/2016,33.5,24.8,82,13.5,14.5,0
6/8/2016,32.9,24.6,85,12.9,3.8,0
6/9/2016,34.2,25.3,79,14.6,0,0
6/10/2016,35.7,26,72,15.8,5.6,0
6/11/2016,36.9,26.8,65,17.3,18.3,0
6/12/2016,37.8,27.4,58,16.5,24.5,0
6/13/2016,38.5,27.9,52,15.2,32.6,0
6/14/2016,39.2,28.3,47,14.1,12.8,0
6/15/2016,39.7,28.6,43,13.4,7.3,0
6/16/2016,40.2,28.9,40,12.8,0,0
6/17/2016,40.6,29.1,38,11.6,0,0
6/18/2016,40.3,28.8,42,13.2,0,0
6/19/2016,39.4,28.2,48,15.7,9.5,0
6/20/2016,37.8,27.3,56,17.4,28.7,0
6/21/2016,36.2,26.5,65,16.8,45.2,0
6/22/2016,35.4,25.9,72,15.3,37.8,0
6/23/2016,34.8,25.4,76,14.5,18.5,0
6/24/2016,33.9,25,79,13.9,8.9,0
6/25/2016,34.7,25.6,74,15.2,0,0
6/26/2016,36.2,26.3,68,16.4,6.4,0
6/27/2016,37.5,27.1,61,17.8,32.5,0
6/28/2016,38.4,27.6,55,16.3,58.9,0
6/29/2016,39.3,28.2,49,14.7,47.2,0
6/30/2016,40.1,28.7,45,13.5,25.3,0
7/1/2016,39.2,28.5,52,14.3,14.8,0
7/2/2016,38.1,27.9,58,15.8,8.5,0
7/3/2016,36.5,27.2,65,16.7,36.9,0
7/4/2016,34.8,26.5,74,17.3,62.3,0
7/5/2016,33.6,25.9,79,16.8,53.7,0
7/6/2016,32.9,25.4,83,15.3,28.4,0
7/7/2016,32.3,25.1,86,14.5,15.6,0
7/8/2016,31.8,24.8,89,13.2,42.8,0
7/9/2016,32.5,25.3,85,14.7,75.6,0
7/10/2016,33.4,25.7,81,16.2,68.4,0
7/11/2016,34.2,26.1,76,17.5,89.2,0
7/12/2016,35.3,26.5,72,16.9,92.5,0
7/13/2016,36.1,26.8,67,15.4,76.8,0
7/14/2016,36.8,27.2,63,14.1,45.3,0
7/15/2016,37.4,27.5,58,13.5,32.6,0
7/16/2016,37.9,27.8,56,12.8,58.7,0
7/17/2016,38.3,28.1,53,13.7,84.2,0
7/18/2016,37.8,27.9,57,15.4,97.3,0
7/19/2016,36.5,27.3,64,16.8,63.5,0
7/20/2016,34.7,26.6,73,17.5,41.8,0
7/21/2016,33.2,26,80,16.9,28.2,0
7/22/2016,32.5,25.6,84,15.6,52.7,0
7/23/2016,31.9,25.3,87,14.3,78.9,0
7/24/2016,32.6,25.7,83,15.8,85.4,0
7/25/2016,33.8,26.2,78,16.7,56.8,0
7/26/2016,34.9,26.8,72,17.3,34.2,0
7/27/2016,35.7,27.2,68,16.5,23.5,0
7/28/2016,36.4,27.6,64,15.2,47.6,0
7/29/2016,36.9,27.9,60,14.6,72.3,0
7/30/2016,37.3,28.2,57,13.8,84.7,0
7/31/2016,37.6,28.4,55,14.5,58.9,0
8/1/2016,36.8,27.9,61,15.7,37.4,0
8/2/2016,35.3,27.1,68,16.9,22.8,0
8/3/2016,33.8,26.4,75,17.8,43.5,0
8/4/2016,32.5,25.8,82,16.5,65.2,0
8/5/2016,31.7,25.4,86,15.3,79.8,0
8/6/2016,31.2,25.1,89,14.6,51.6,0
8/7/2016,30.8,24.9,91,13.8,32.7,0
8/8/2016,31.3,25.2,87,15.2,18.9,0
8/9/2016,32.4,25.6,83,16.4,37.8,0
8/10/2016,33.5,26,78,17.3,59.3,0
8/11/2016,34.2,26.3,74,16.8,74.7,0
8/12/2016,35,26.7,70,15.7,48.5,0
8/13/2016,35.7,27.1,66,14.9,29.8,0
8/14/2016,36.3,27.4,63,14,17.2,0
8/15/2016,36.8,27.6,60,13.5,34.6,0
8/16/2016,37.2,27.9,58,14.3,53.8,0
8/17/2016,36.5,27.5,65,15.8,68.9,0
8/18/2016,35.1,26.9,72,16.7,42.5,0
8/19/2016,33.4,26.2,79,17.5,25.3,0
8/20/2016,32.3,25.7,84,16.4,14.6,0
8/21/2016,31.5,25.3,88,15.2,30.8,0
8/22/2016,31,25,90,14.5,48.7,0
8/23/2016,31.8,25.4,86,15.7,62.5,0
8/24/2016,32.9,25.9,81,16.8,38.2,0
8/25/2016,34,26.3,75,17.4,22.6,0
8/26/2016,34.8,26.7,70,16.3,11.9,0
8/27/2016,35.6,27.1,66,15.5,27.3,0
8/28/2016,36.2,27.4,63,14.8,43.8,0
8/29/2016,36.7,27.7,60,14,56.7,0
8/30/2016,37.1,28,57,13.6,33.9,0
8/31/2016,36.8,27.8,61,15.2,19.5,0
9/1/2016,36.2,27.5,64,14.8,9.8,0
9/2/2016,35.1,26.9,70,16.2,23.6,0
9/3/2016,33.8,26.2,76,17.5,38.9,0
9/4/2016,32.4,25.7,82,16.3,50.7,0
9/5/2016,31.6,25.3,86,15.4,29.8,0
9/6/2016,30.9,25,89,14.2,16.3,0
9/7/2016,31.5,25.4,85,15.6,7.5,0
9/8/2016,32.7,25.8,80,16.8,19.7,0
9/9/2016,33.6,26.2,75,17.3,33.8,0
9/10/2016,34.5,26.6,71,16.5,45.2,0
9/11/2016,35.2,27,67,15.3,26.8,0
9/12/2016,35.8,27.3,63,14.2,13.5,0
9/13/2016,36.3,27.6,60,13.5,5.8,0
9/14/2016,36.7,27.8,58,12.9,21.3,0
9/15/2016,36.9,28,56,13.7,36.7,0
9/16/2016,36.3,27.6,62,15.4,52.4,0
9/17/2016,35.2,27.1,68,16.8,31.9,0
9/18/2016,33.7,26.4,75,17.6,17.6,0
9/19/2016,32.3,25.8,81,16.5,8.3,0
9/20/2016,31.5,25.4,85,15.3,24.5,0
9/21/2016,30.8,25.1,88,14.6,39.8,0
9/22/2016,31.7,25.5,84,15.8,55.6,0
9/23/2016,32.9,26,79,16.7,33.7,0
9/24/2016,33.8,26.4,74,17.2,19.4,0
9/25/2016,34.7,26.8,69,16.3,9.2,0
9/26/2016,35.4,27.2,65,15.1,26.8,0
9/27/2016,35.9,27.5,62,14.2,42.5,0
9/28/2016,36.4,27.8,59,13.6,58.3,0
9/29/2016,36.7,28,57,12.8,35.6,0
9/30/2016,36.9,28.1,55,13.5,20.9,0
10/1/2016,36.5,27.8,56,13.9,10.4,0
10/2/2016,35.9,27.4,58,14.5,28.7,0
10/3/2016,35.2,26.9,61,15.2,44.9,0
10/4/2016,34.5,26.3,65,16.4,61.2,0
10/5/2016,33.2,25.7,70,17.2,37.3,0
10/6/2016,32.1,25.2,76,16.5,22.4,0
10/7/2016,31.4,24.8,81,15.3,11.8,0
10/8/2016,30.8,24.5,85,14.6,30.5,0
10/9/2016,31.7,25,80,15.8,47.3,0
10/10/2016,32.6,25.4,75,16.7,63.8,0
10/11/2016,33.5,25.8,71,15.9,38.9,0
10/12/2016,34.3,26.2,67,14.8,23.7,0
10/13/2016,34.9,26.5,63,13.7,12.5,0
10/14/2016,35.4,26.8,60,12.9,32.1,0
10/15/2016,35.8,27,58,12.3,49.6,0
10/16/2016,35.2,26.7,61,13.5,65.4,0
10/17/2016,34.6,26.3,64,14.7,40.2,0
10/18/2016,33.5,25.8,68,15.8,24.9,0
10/19/2016,32.4,25.2,73,16.5,13.7,0
10/20/2016,31.5,24.7,78,15.7,28.4,0
10/21/2016,30.8,24.3,82,14.5,18.6,0
10/22/2016,31.6,24.8,77,15.3,12.5,0
10/23/2016,32.5,25.3,72,16.2,8.2,0
10/24/2016,33.3,25.7,68,15.4,5.3,0
10/25/2016,34,26.1,64,14.3,3.1,0
10/26/2016,34.5,26.4,61,13.5,1.8,0
10/27/2016,34.9,26.6,58,12.8,0,0
10/28/2016,34.3,26.2,60,13.6,0,0
10/29/2016,33.6,25.8,63,14.5,0,0
10/30/2016,32.8,25.3,66,15.2,0,0
10/31/2016,32.1,24.8,69,14.6,0,0
11/1/2016,31.5,24.3,64,13.8,0,0
11/2/2016,30.8,23.7,62,14.2,0,0
11/3/2016,30.2,23.1,60,13.5,0,0
11/4/2016,29.7,22.6,59,12.8,0,0
11/5/2016,29.3,22,57,12.3,0,0
11/6/2016,28.8,21.5,56,11.7,0,0
11/7/2016,28.4,21.1,58,12.5,0,0
11/8/2016,27.9,20.6,60,13.4,0,0
11/9/2016,27.5,20.2,62,12.8,0,0
11/10/2016,27.1,19.8,61,11.6,0,0
11/11/2016,26.8,19.4,59,10.9,0,0
11/12/2016,26.4,19.1,57,10.3,0,0
11/13/2016,26,18.7,56,9.8,0,0
11/14/2016,25.7,18.4,55,9.5,0,0
11/15/2016,25.4,18.1,56,10.2,0,0
11/16/2016,25.1,17.8,58,10.8,0,0
11/17/2016,24.8,17.5,60,11.5,0,0
11/18/2016,24.5,17.2,62,12.3,0,0
11/19/2016,24.2,16.9,64,11.7,0,0
11/20/2016,23.9,16.6,65,10.9,0,0
11/21/2016,23.6,16.3,67,10.2,0,0
11/22/2016,23.3,16,68,9.7,0,0
11/23/2016,23,15.7,66,9.3,0,0
11/24/2016,22.7,15.4,64,8.9,0,0
11/25/2016,22.4,15.1,62,8.5,0,0
11/26/2016,22.1,14.8,60,8.2,0,0
11/27/2016,21.8,14.5,59,7.9,0,0
11/28/2016,21.5,14.2,60,8.4,0,0
11/29/2016,21.2,13.9,62,8.9,0,0
11/30/2016,20.9,13.6,64,9.3,0,0
12/1/2016,20.6,13.3,65,9.7,0,0
12/2/2016,20.3,13,66,9.2,0,0
12/3/2016,20,12.7,67,8.8,0,0
12/4/2016,19.7,12.4,68,8.3,0,0
12/5/2016,19.4,12.1,70,7.9,0,0
12/6/2016,19.2,11.8,71,7.5,0,0
12/7/2016,18.9,11.5,72,7.2,0,0
12/8/2016,18.6,11.2,73,6.8,0,0
12/9/2016,18.4,10.9,74,6.5,0,0
12/10/2016,18.1,10.6,75,6.3,0,0
12/11/2016,17.8,10.3,76,6.7,0,0
12/12/2016,17.6,10,77,7.1,0,0
12/13/2016,17.3,9.7,78,7.4,0,0
12/14/2016,17.1,9.4,79,7.8,0,0
12/15/2016,16.8,9.1,80,8.1,0,0
12/16/2016,16.6,8.8,81,7.6,0,0
12/17/2016,16.3,8.5,82,7.2,0,0
12/18/2016,16.1,8.2,83,6.9,0,0
12/19/2016,15.8,7.9,84,6.5,0,0
12/20/2016,15.6,7.6,85,6.2,0,0
12/21/2016,15.3,7.3,86,5.9,0,0
12/22/2016,15.1,7,87,5.7,0,0
12/23/2016,14.9,6.7,88,5.5,0,0
12/24/2016,14.7,6.4,89,5.3,0,0
12/25/2016,14.5,6.1,90,5.1,0,0
12/26/2016,14.3,5.8,89,5.5,0,0
12/27/2016,14.1,5.5,88,5.8,0,0
12/28/2016,13.9,5.2,87,6.1,0,0
12/29/2016,13.7,4.9,86,6.4,0,0
12/30/2016,13.5,4.6,85,6.7,0,0
12/31/2016,13.3,4.3,84,6.9,0,0
1/1/2017,13.1,4,83,7.2,0,0
1/2/2017,12.9,3.7,82,7.5,0,0
1/3/2017,12.7,3.4,81,7.8,0,0
1/4/2017,12.5,3.1,82,8.1,0,0
1/5/2017,12.3,2.8,83,8.4,0,0
1/6/2017,12.1,2.5,84,8.7,0,0
1/7/2017,11.9,2.2,85,9,0,0
